"Date","Price","Open","High","Low","Vol.","Change %"
"06/15/2023","75.66","73.36","75.94","72.88","220.09K","3.40%"
"06/14/2023","73.17","74.00","75.37","73.01","256.42K","-1.40%"
"06/13/2023","74.21","72.08","74.58","71.92","251.90K","3.33%"
"06/12/2023","71.82","74.80","74.80","71.57","269.49K","-3.91%"
"06/09/2023","74.74","75.43","76.46","74.67","188.79K","-1.45%"
"06/08/2023","75.84","76.66","77.54","73.53","311.19K","-1.30%"
"06/07/2023","76.84","76.03","77.47","75.34","255.69K","0.99%"
"06/06/2023","76.09","76.33","76.54","74.53","192.92K","-0.50%"
"06/05/2023","76.47","77.88","78.47","76.06","280.23K","0.66%"
"06/02/2023","75.97","74.20","76.33","74.11","180.62K","2.37%"
"06/01/2023","74.21","72.06","75.12","72.00","223.21K","2.22%"
"05/31/2023","72.60","73.84","73.95","71.50","442.11K","-1.51%"
"05/30/2023","73.71","77.04","77.59","73.32","461.39K","-4.40%"
"05/29/2023","77.10","77.42","77.83","76.16","97.65K","0.16%"
"05/26/2023","76.98","76.01","77.32","75.66","311.16K","1.05%"
"05/25/2023","76.18","78.21","78.39","75.05","275.25K","-2.62%"
"05/24/2023","78.23","77.59","78.50","76.94","311.89K","1.94%"
"05/23/2023","76.74","76.01","77.62","75.52","255.08K","1.15%"
"05/22/2023","75.87","75.66","76.33","74.43","198.79K","0.53%"
"05/19/2023","75.47","75.98","77.39","75.03","186.54K","-0.44%"
"05/18/2023","75.80","76.64","76.86","75.44","224.61K","-1.31%"
"05/17/2023","76.81","74.51","77.13","73.95","205.26K","2.80%"
"05/16/2023","74.72","75.33","75.74","74.31","143.68K","-0.40%"
"05/15/2023","75.02","73.90","75.53","73.25","161.69K","1.52%"
"05/12/2023","73.90","75.09","75.60","73.77","176.56K","-1.15%"
"05/11/2023","74.76","76.45","77.20","74.44","214.94K","-1.98%"
"05/10/2023","76.27","77.21","77.40","75.54","182.66K","-1.29%"
"05/09/2023","77.27","76.51","77.32","74.95","175.31K","0.60%"
"05/08/2023","76.81","75.09","77.17","74.72","102.67K","2.29%"
"05/05/2023","75.09","72.51","75.51","72.26","155.75K","3.83%"
"05/04/2023","72.32","71.31","73.52","71.20","220.42K","0.19%"
"05/03/2023","72.18","75.02","75.28","71.56","263.99K","-3.81%"
"05/02/2023","75.04","78.90","79.40","74.80","175.05K","-4.94%"
"05/01/2023","78.94","79.69","79.82","77.82","63.89K","-1.73%"
"04/28/2023","80.33","78.27","80.53","77.51","417.06K","2.70%"
"04/27/2023","78.22","77.88","78.55","77.36","437.40K","0.64%"
"04/26/2023","77.72","80.71","81.36","77.50","540.61K","-3.57%"
"04/25/2023","80.60","82.39","82.88","80.21","313.31K","-2.35%"
"04/24/2023","82.54","81.67","82.80","80.30","245.66K","1.33%"
"04/21/2023","81.46","80.54","81.81","80.21","214.45K","0.80%"
"04/20/2023","80.81","82.37","82.58","80.50","262.54K","-2.39%"
"04/19/2023","82.79","84.54","84.83","82.14","285.62K","-1.97%"
"04/18/2023","84.45","84.45","85.08","83.59","256.67K","0.00%"
"04/17/2023","84.45","85.90","86.07","84.05","195.50K","-1.65%"
"04/14/2023","85.87","85.75","86.44","85.15","194.16K","0.22%"
"04/13/2023","85.68","86.62","86.89","85.64","199.57K","-1.23%"
"04/12/2023","86.75","85.13","86.90","84.95","229.63K","1.86%"
"04/11/2023","85.17","83.87","85.23","83.37","160.50K","1.65%"
"04/10/2023","83.79","84.45","85.21","83.69","69.50K","-1.04%"
"04/06/2023","84.67","84.52","85.03","83.71","158.73K","0.06%"
"04/05/2023","84.62","84.81","85.15","83.67","139.08K","0.08%"
"04/04/2023","84.55","84.52","85.60","83.46","175.10K","0.00%"
"04/03/2023","84.55","85.00","86.04","83.15","271.01K","5.83%"
"03/31/2023","79.89","78.47","79.95","77.84","329.39K","1.64%"
"03/30/2023","78.60","77.48","78.85","77.18","306.98K","1.30%"
"03/29/2023","77.59","78.47","79.00","77.31","346.63K","-0.70%"
"03/28/2023","78.14","77.83","78.70","77.09","359.29K","0.49%"
"03/27/2023","77.76","74.62","78.00","74.39","335.76K","4.25%"
"03/24/2023","74.59","75.10","75.89","72.35","320.23K","-1.21%"
"03/23/2023","75.50","75.58","77.06","74.67","262.60K","-1.15%"
"03/22/2023","76.38","74.90","76.79","74.26","244.69K","1.80%"
"03/21/2023","75.03","73.44","75.12","72.62","297.90K","2.03%"
"03/20/2023","73.54","72.97","73.65","70.06","348.71K","1.06%"
"03/17/2023","72.77","74.30","75.59","71.38","477.37K","-2.05%"
"03/16/2023","74.29","73.85","75.12","71.49","306.20K","1.38%"
"03/15/2023","73.28","77.30","78.26","71.30","576.46K","-4.83%"
"03/14/2023","77.00","79.99","80.38","76.46","332.13K","-4.03%"
"03/13/2023","80.23","82.00","82.89","77.78","403.11K","-2.35%"
"03/10/2023","82.16","80.96","82.49","80.25","285.51K","1.32%"
"03/09/2023","81.09","82.09","83.47","80.90","212.24K","-1.34%"
"03/08/2023","82.19","82.50","83.12","81.61","260.64K","-0.74%"
"03/07/2023","82.80","85.68","86.17","82.35","227.41K","-3.29%"
"03/06/2023","85.62","85.26","85.78","83.80","188.83K","0.42%"
"03/03/2023","85.26","83.92","85.43","81.83","222.73K","1.39%"
"03/02/2023","84.09","83.65","84.41","83.22","170.33K","0.48%"
"03/01/2023","83.69","82.41","83.85","82.04","166.72K","0.29%"
"02/28/2023","83.45","82.00","83.99","81.84","241.39K","1.72%"
"02/27/2023","82.04","82.85","83.25","81.40","235.52K","-0.94%"
"02/24/2023","82.82","82.33","83.09","80.75","289.76K","1.06%"
"02/23/2023","81.95","80.31","82.46","80.25","293.33K","1.86%"
"02/22/2023","80.45","82.50","82.96","80.30","297.26K","-2.80%"
"02/21/2023","82.77","83.58","83.85","82.25","229.72K","-1.21%"
"02/20/2023","83.78","82.78","84.00","82.46","122.42K","1.34%"
"02/17/2023","82.67","84.26","84.53","81.53","207.16K","-2.51%"
"02/16/2023","84.80","84.92","85.83","84.25","148.56K","-0.29%"
"02/15/2023","85.05","84.92","85.51","83.59","180.40K","-0.29%"
"02/14/2023","85.30","85.57","86.03","83.82","181.53K","-1.08%"
"02/13/2023","86.23","86.16","86.55","84.77","151.59K","0.28%"
"02/10/2023","85.99","83.82","86.41","83.50","229.13K","2.30%"
"02/09/2023","84.06","84.61","85.05","82.74","204.93K","-0.76%"
"02/08/2023","84.70","83.77","84.76","83.17","170.73K","1.60%"
"02/07/2023","83.37","80.96","83.79","80.87","193.16K","3.30%"
"02/06/2023","80.71","79.60","81.14","78.84","214.62K","1.25%"
"02/03/2023","79.71","82.13","83.98","79.39","205.59K","-2.83%"
"02/02/2023","82.03","83.14","83.36","81.14","196.75K","-0.67%"
"02/01/2023","82.58","85.28","85.88","82.22","215.99K","-3.37%"
"01/31/2023","85.46","84.62","85.79","83.16","327.10K","1.14%"
"01/30/2023","84.50","86.81","87.28","84.26","313.16K","-2.20%"
"01/27/2023","86.40","87.49","88.63","85.52","321.66K","-1.01%"
"01/26/2023","87.28","86.45","87.99","85.77","253.06K","1.26%"
"01/25/2023","86.19","86.42","87.07","85.50","210.97K","-0.07%"
"01/24/2023","86.25","88.00","88.61","85.90","233.70K","-2.17%"
"01/23/2023","88.16","87.80","89.00","87.01","201.60K","0.55%"
"01/20/2023","87.68","86.58","87.83","85.75","186.84K","1.59%"
"01/19/2023","86.31","84.59","87.00","84.06","212.65K","1.24%"
"01/18/2023","85.25","86.59","88.07","84.65","230.48K","-0.98%"
"01/17/2023","86.09","84.34","86.97","84.22","190.85K","1.69%"
"01/16/2023","84.66","85.71","85.88","84.09","103.74K","-1.04%"
"01/13/2023","85.55","84.03","85.77","83.64","166.66K","1.62%"
"01/12/2023","84.19","83.09","84.74","82.52","211.34K","1.61%"
"01/11/2023","82.86","79.69","83.17","79.49","203.76K","3.21%"
"01/10/2023","80.28","79.82","81.05","79.07","180.96K","0.49%"
"01/09/2023","79.89","78.63","81.53","78.60","169.88K","1.45%"
"01/06/2023","78.75","78.91","80.70","78.27","149.04K","-0.09%"
"01/05/2023","78.82","78.35","80.07","77.77","164.11K","1.04%"
"01/04/2023","78.01","82.31","82.70","77.92","190.82K","-5.00%"
"01/03/2023","82.12","85.69","86.66","81.86","189.88K","-4.12%"
"12/30/2022","85.65","83.55","85.75","82.80","73.57K","2.62%"
"12/29/2022","83.46","83.63","83.84","81.85","197.79K","-0.63%"
"12/28/2022","83.99","84.92","85.15","82.51","211.21K","-0.81%"
"12/27/2022","84.68","85.00","86.10","84.19","160.09K","0.21%"
"12/23/2022","84.50","82.32","84.70","81.83","180.40K","3.47%"
"12/22/2022","81.67","82.93","84.21","81.35","211.18K","-1.10%"
"12/21/2022","82.58","80.53","82.92","80.06","178.09K","2.55%"
"12/20/2022","80.53","80.60","81.19","79.00","184.12K","0.49%"
"12/19/2022","80.14","79.49","81.19","79.02","164.92K","0.82%"
"12/16/2022","79.49","81.44","81.87","78.76","236.09K","-2.25%"
"12/15/2022","81.32","82.84","83.18","80.92","162.08K","-1.73%"
"12/14/2022","82.75","80.53","83.22","80.31","178.26K","2.34%"
"12/13/2022","80.86","78.53","81.34","78.41","201.46K","3.22%"
"12/12/2022","78.34","77.34","78.89","75.67","158.37K","2.27%"
"12/09/2022","76.60","77.15","77.81","75.64","157.00K","0.01%"
"12/08/2022","76.59","77.90","79.49","76.19","209.68K","-1.29%"
"12/07/2022","77.59","80.07","80.79","77.32","207.04K","-2.61%"
"12/06/2022","79.67","83.19","83.69","79.05","225.87K","-3.62%"
"12/05/2022","82.66","85.70","88.20","82.53","193.04K","-3.38%"
"12/02/2022","85.55","86.69","87.68","85.17","141.36K","-1.45%"
"12/01/2022","86.81","86.89","89.18","86.40","160.53K","-0.18%"
"11/30/2022","86.97","84.90","87.39","84.45","247.66K","3.23%"
"11/29/2022","84.25","83.21","86.72","83.19","349.28K","0.43%"
"11/28/2022","83.89","84.00","84.67","80.81","341.92K","0.22%"
"11/25/2022","83.71","85.45","86.88","83.66","175.71K","-1.79%"
"11/24/2022","85.24","84.85","85.34","84.00","142.86K","0.12%"
"11/23/2022","85.14","87.81","88.76","83.91","305.22K","-2.92%"
"11/22/2022","87.70","87.37","89.15","86.97","243.70K","0.70%"
"11/21/2022","87.09","87.33","87.57","82.30","364.77K","-0.07%"
"11/18/2022","87.15","89.20","89.76","85.33","372.77K","-1.88%"
"11/17/2022","88.82","91.54","91.63","88.45","251.55K","-3.09%"
"11/16/2022","91.65","92.82","93.55","90.60","192.72K","-1.19%"
"11/15/2022","92.75","91.32","94.56","90.48","271.79K","1.01%"
"11/14/2022","91.82","94.29","95.38","91.21","196.01K","-2.74%"
"11/11/2022","94.41","92.29","95.25","92.15","168.06K","2.52%"
"11/10/2022","92.09","91.09","92.75","90.28","200.36K","0.96%"
"11/09/2022","91.21","93.77","94.27","90.90","200.14K","-2.95%"
"11/08/2022","93.98","96.69","96.75","93.61","163.99K","-2.47%"
"11/07/2022","96.36","95.80","97.85","94.86","156.41K","-0.56%"
"11/04/2022","96.90","92.88","97.11","92.68","176.99K","4.12%"
"11/03/2022","93.07","93.59","94.19","92.52","154.77K","-1.43%"
"11/02/2022","94.42","92.98","94.74","92.21","155.69K","1.76%"
"11/01/2022","92.79","90.87","93.69","90.56","151.21K","-0.02%"
"10/31/2022","92.81","94.43","94.48","91.46","304.53K","-1.02%"
"10/28/2022","93.77","94.61","94.90","93.02","281.47K","-1.34%"
"10/27/2022","95.04","94.15","95.30","93.18","247.96K","1.33%"
"10/26/2022","93.79","91.12","94.30","90.39","262.01K","2.23%"
"10/25/2022","91.74","91.40","92.48","89.75","222.20K","0.58%"
"10/24/2022","91.21","91.23","92.30","89.01","178.75K","-0.14%"
"10/21/2022","91.34","90.48","91.72","89.17","181.51K","0.98%"
"10/20/2022","90.45","90.47","92.66","90.01","211.69K","-0.12%"
"10/19/2022","90.56","89.31","90.95","87.90","260.25K","2.21%"
"10/18/2022","88.60","90.53","91.22","87.52","247.36K","-1.75%"
"10/17/2022","90.18","90.20","91.79","89.49","163.34K","0.03%"
"10/14/2022","90.15","92.81","93.45","89.81","153.89K","-2.98%"
"10/13/2022","92.92","90.86","93.20","89.53","200.99K","2.31%"
"10/12/2022","90.82","91.96","93.29","89.92","187.54K","-1.81%"
"10/11/2022","92.49","94.05","94.65","91.34","166.31K","-1.98%"
"10/10/2022","94.36","96.69","96.75","93.80","134.94K","-1.60%"
"10/07/2022","95.89","93.08","96.60","92.23","158.79K","3.47%"
"10/06/2022","92.67","91.93","93.22","90.94","128.50K","1.16%"
"10/05/2022","91.61","89.87","92.08","89.03","179.85K","1.99%"
"10/04/2022","89.82","86.88","90.35","86.86","180.18K","3.31%"
"10/03/2022","86.94","84.21","87.99","84.21","161.21K","2.11%"
"09/30/2022","85.14","87.55","88.64","85.00","275.06K","-2.34%"
"09/29/2022","87.18","87.62","88.74","86.15","284.22K","-0.99%"
"09/28/2022","88.05","84.83","88.22","82.94","301.38K","3.75%"
"09/27/2022","84.87","82.84","85.84","82.81","252.52K","2.43%"
"09/26/2022","82.86","85.54","86.45","82.44","257.04K","-2.55%"
"09/23/2022","85.03","89.57","89.88","84.55","304.20K","-5.03%"
"09/22/2022","89.53","88.83","91.74","88.28","219.29K","0.82%"
"09/21/2022","88.80","89.57","92.23","88.31","247.64K","-0.67%"
"09/20/2022","89.40","90.85","91.57","88.56","209.16K","-1.39%"
"09/19/2022","90.66","90.00","91.17","87.20","130.78K","0.68%"
"09/16/2022","90.05","89.32","91.28","89.02","196.73K","0.49%"
"09/15/2022","89.61","93.68","93.68","89.07","250.17K","-3.77%"
"09/14/2022","93.12","92.47","94.66","91.07","256.99K","0.98%"
"09/13/2022","92.22","93.19","94.36","90.16","270.06K","-0.76%"
"09/12/2022","92.93","91.36","93.94","90.15","188.71K","1.33%"
"09/09/2022","91.71","87.74","91.98","87.64","181.21K","3.92%"
"09/08/2022","88.25","86.98","88.93","86.40","189.39K","1.19%"
"09/07/2022","87.21","91.92","92.81","86.57","313.35K","-5.18%"
"09/06/2022","91.97","93.92","94.60","91.38","181.08K","-2.57%"
"09/05/2022","94.40","91.77","95.54","91.77","124.94K","2.82%"
"09/02/2022","91.81","91.49","94.04","91.49","186.92K","0.54%"
"09/01/2022","91.32","93.88","94.24","90.72","264.97K","-4.52%"
"08/31/2022","95.64","98.33","99.00","94.40","290.43K","-2.25%"
"08/30/2022","97.84","102.88","103.48","96.63","356.10K","-4.95%"
"08/29/2022","102.93","98.96","103.22","98.25","211.63K","3.96%"
"08/26/2022","99.01","98.95","100.10","96.96","277.48K","0.56%"
"08/25/2022","98.46","100.79","101.53","98.23","223.98K","-1.87%"
"08/24/2022","100.34","99.30","100.89","98.27","233.92K","1.18%"
"08/23/2022","99.17","96.00","99.41","95.81","198.99K","3.51%"
"08/22/2022","95.81","95.36","96.66","92.00","186.81K","-0.29%"
"08/19/2022","96.09","95.93","97.11","93.60","165.36K","0.34%"
"08/18/2022","95.76","92.68","96.53","92.49","191.44K","2.95%"
"08/17/2022","93.02","91.97","93.83","90.95","162.26K","1.40%"
"08/16/2022","91.74","93.13","95.16","91.10","148.99K","-2.69%"
"08/15/2022","94.28","96.67","96.87","91.85","147.59K","-2.70%"
"08/12/2022","96.90","98.05","98.99","95.79","130.61K","-1.42%"
"08/11/2022","98.30","95.93","98.89","95.65","166.60K","2.15%"
"08/10/2022","96.23","94.89","96.68","92.47","176.60K","1.45%"
"08/09/2022","94.85","94.83","96.84","93.38","137.64K","-0.28%"
"08/08/2022","95.12","92.61","95.26","91.49","122.89K","2.08%"
"08/05/2022","93.18","91.95","94.63","91.10","142.09K","0.74%"
"08/04/2022","92.50","95.54","96.15","91.62","159.66K","-2.84%"
"08/03/2022","95.20","97.85","100.63","94.91","163.20K","-3.49%"
"08/02/2022","98.64","97.79","100.40","96.52","147.33K","0.70%"
"08/01/2022","97.95","101.34","101.61","96.72","163.55K","-5.79%"
"07/29/2022","103.97","102.69","106.50","101.64","278.88K","2.10%"
"07/28/2022","101.83","102.35","104.20","100.97","306.96K","0.16%"
"07/27/2022","101.67","99.83","102.88","98.85","254.56K","2.22%"
"07/26/2022","99.46","99.75","102.39","99.05","244.05K","-0.73%"
"07/25/2022","100.19","98.99","100.41","96.70","228.26K","1.84%"
"07/22/2022","98.38","99.24","101.02","97.50","201.57K","-1.11%"
"07/21/2022","99.48","101.88","102.25","97.29","236.12K","-2.82%"
"07/20/2022","102.37","102.62","102.99","100.77","182.00K","-0.50%"
"07/19/2022","102.88","101.26","103.17","99.33","187.46K","1.00%"
"07/18/2022","101.86","96.86","102.09","95.49","158.42K","4.85%"
"07/15/2022","97.15","96.10","98.58","94.37","175.45K","1.93%"
"07/14/2022","95.31","96.06","97.07","91.22","247.65K","-1.02%"
"07/13/2022","96.29","95.00","97.79","95.00","172.55K","0.18%"
"07/12/2022","96.12","102.81","103.09","95.56","175.54K","-7.26%"
"07/11/2022","103.65","103.24","104.07","100.20","122.15K","0.18%"
"07/08/2022","103.46","101.13","103.89","100.15","163.89K","2.46%"
"07/07/2022","100.98","96.55","102.49","95.00","171.81K","4.01%"
"07/06/2022","97.09","100.81","101.69","94.86","230.55K","-1.92%"
"07/05/2022","98.99","109.51","110.72","97.44","254.35K","-9.57%"
"07/04/2022","109.46","108.05","109.97","106.64","74.20K","1.54%"
"07/01/2022","107.80","106.03","108.59","104.54","150.19K","-1.13%"
"06/30/2022","109.03","112.45","113.25","108.19","313.72K","-3.04%"
"06/29/2022","112.45","113.93","116.24","111.74","283.48K","-1.19%"
"06/28/2022","113.80","111.57","114.10","111.48","267.39K","2.54%"
"06/27/2022","110.98","109.00","111.89","107.15","239.02K","1.72%"
"06/24/2022","109.10","106.40","110.14","105.67","241.47K","2.48%"
"06/23/2022","106.46","106.33","109.28","105.03","237.78K","-2.02%"
"06/22/2022","108.65","111.56","111.57","104.35","295.59K","-2.79%"
"06/21/2022","111.77","111.27","113.37","111.18","200.08K","0.37%"
"06/20/2022","111.36","111.10","111.70","109.02","153.74K","0.88%"
"06/17/2022","110.39","116.14","118.12","109.09","234.55K","-5.65%"
"06/16/2022","117.00","116.50","117.43","112.91","250.25K","1.33%"
"06/15/2022","115.47","117.39","118.46","114.71","197.54K","-1.96%"
"06/14/2022","117.78","118.72","121.66","115.71","237.70K","-1.08%"
"06/13/2022","119.07","118.25","120.42","115.91","190.11K","0.04%"
"06/10/2022","119.02","120.13","121.21","116.91","212.08K","-1.06%"
"06/09/2022","120.30","121.00","121.68","119.80","146.21K","-0.49%"
"06/08/2022","120.89","118.11","121.74","118.01","194.43K","2.33%"
"06/07/2022","118.14","117.41","118.91","116.27","194.03K","1.00%"
"06/06/2022","116.97","118.72","119.15","116.26","135.90K","-0.05%"
"06/03/2022","117.03","115.53","118.68","113.54","86.70K","1.74%"
"06/02/2022","115.03","112.12","115.79","110.05","150.55K","1.29%"
"06/01/2022","113.56","113.14","115.44","112.41","172.76K","-1.76%"
"05/31/2022","115.60","118.20","120.80","115.15","360.17K","-1.70%"
"05/30/2022","117.60","115.47","117.94","115.32","145.09K","1.77%"
"05/27/2022","115.56","114.37","115.80","113.12","255.25K","1.22%"
"05/26/2022","114.17","111.44","114.77","110.88","232.57K","2.74%"
"05/25/2022","111.12","111.35","112.38","110.18","210.94K","0.39%"
"05/24/2022","110.69","110.42","111.91","109.08","220.64K","-0.08%"
"05/23/2022","110.78","110.29","111.59","109.30","191.99K","0.72%"
"05/20/2022","109.99","109.25","110.73","108.28","173.49K","0.15%"
"05/19/2022","109.82","106.09","110.05","103.84","205.14K","2.70%"
"05/18/2022","106.93","110.81","111.89","106.20","194.48K","-2.66%"
"05/17/2022","109.85","112.12","113.43","109.12","233.43K","-2.02%"
"05/16/2022","112.11","109.75","112.65","107.23","151.95K","2.15%"
"05/13/2022","109.75","106.74","109.86","106.32","148.75K","3.55%"
"05/12/2022","105.99","106.29","107.20","103.43","185.71K","-0.10%"
"05/11/2022","106.10","100.33","106.87","100.14","190.19K","4.80%"
"05/10/2022","101.24","104.17","105.46","100.37","226.22K","-3.21%"
"05/09/2022","104.60","111.30","111.65","103.66","201.19K","-5.63%"
"05/06/2022","110.84","109.52","111.78","108.16","175.51K","1.48%"
"05/05/2022","109.22","108.99","112.30","107.61","179.66K","0.46%"
"05/04/2022","108.72","104.91","109.51","104.19","149.32K","4.81%"
"05/03/2022","103.73","106.04","106.75","103.39","118.92K","-2.11%"
"05/02/2022","105.97","104.53","106.85","101.69","77.01K","-1.09%"
"04/29/2022","107.14","107.07","110.00","106.08","291.04K","-0.11%"
"04/28/2022","107.26","104.77","107.71","102.90","309.71K","2.20%"
"04/27/2022","104.95","105.06","105.98","103.00","230.07K","0.33%"
"04/26/2022","104.61","102.30","105.81","100.91","268.03K","2.40%"
"04/25/2022","102.16","105.01","105.37","99.25","286.89K","-3.76%"
"04/22/2022","106.15","107.86","108.40","105.04","188.27K","-1.68%"
"04/21/2022","107.96","106.64","109.37","106.35","200.08K","1.53%"
"04/20/2022","106.33","107.60","108.43","104.33","227.80K","-0.28%"
"04/19/2022","106.63","111.73","112.87","106.15","205.72K","-4.74%"
"04/18/2022","111.94","111.07","113.61","109.63","102.65K","1.03%"
"04/14/2022","110.80","107.53","111.41","105.90","173.00K","2.52%"
"04/13/2022","108.08","104.97","108.31","103.55","214.75K","3.70%"
"04/12/2022","104.22","99.17","104.95","98.76","210.02K","6.05%"
"04/11/2022","98.27","102.23","102.67","97.18","171.83K","-3.82%"
"04/08/2022","102.17","100.81","102.64","98.99","140.58K","2.12%"
"04/07/2022","100.05","100.91","102.66","97.91","196.60K","-0.20%"
"04/06/2022","100.25","104.28","107.09","99.77","201.37K","-4.71%"
"04/05/2022","105.20","106.97","108.18","103.16","131.59K","-0.75%"
"04/04/2022","106.00","102.43","107.00","101.40","148.71K","3.09%"
"04/01/2022","102.82","103.31","104.11","100.54","151.05K","-1.80%"
"03/31/2022","104.71","110.99","111.16","104.06","348.69K","-6.04%"
"03/30/2022","111.44","109.60","112.28","107.93","269.46K","3.46%"
"03/29/2022","107.71","107.21","111.80","102.19","354.62K","-1.63%"
"03/28/2022","109.49","115.79","116.03","106.06","304.61K","-6.71%"
"03/25/2022","117.37","115.22","117.62","111.88","278.29K","1.80%"
"03/24/2022","115.30","117.70","119.74","113.41","286.55K","-2.08%"
"03/23/2022","117.75","110.93","118.20","110.78","288.41K","5.29%"
"03/22/2022","111.83","113.89","115.50","109.31","260.72K","-0.08%"
"03/21/2022","111.92","105.00","113.05","104.29","231.23K","6.52%"
"03/18/2022","105.07","103.76","106.46","102.94","181.43K","1.46%"
"03/17/2022","103.56","96.17","104.41","95.39","211.43K","8.28%"
"03/16/2022","95.64","96.91","101.18","94.61","219.97K","-1.99%"
"03/15/2022","97.58","102.07","102.44","94.75","311.21K","-5.63%"
"03/14/2022","103.40","109.36","109.38","100.66","255.38K","-5.22%"
"03/11/2022","109.10","106.35","109.93","103.03","236.81K","3.48%"
"03/10/2022","105.43","108.47","113.59","105.06","340.94K","-1.49%"
"03/09/2022","107.03","125.40","126.80","100.89","468.57K","-13.32%"
"03/08/2022","123.48","120.25","128.04","117.03","392.92K","3.88%"
"03/07/2022","118.87","118.90","134.91","114.42","334.95K","3.96%"
"03/04/2022","114.34","108.61","114.91","106.04","323.34K","7.32%"
"03/03/2022","106.54","110.15","114.46","104.83","382.12K","-1.62%"
"03/02/2022","108.29","102.92","110.11","102.56","369.59K","7.08%"
"03/01/2022","101.13","95.48","103.50","95.45","399.74K","3.23%"
"02/28/2022","97.97","96.34","101.28","96.34","411.25K","4.09%"
"02/25/2022","94.12","97.15","98.36","92.75","424.12K","-1.36%"
"02/24/2022","95.42","95.37","102.26","94.12","633.53K","1.46%"
"02/23/2022","94.05","93.70","95.73","92.81","319.47K","0.21%"
"02/22/2022","93.85","94.01","96.49","92.93","386.58K","0.92%"
"02/21/2022","92.99","92.03","94.93","90.41","190.48K","1.75%"
"02/18/2022","91.39","90.54","91.98","88.25","314.64K","0.64%"
"02/17/2022","90.81","90.16","92.18","89.93","279.88K","-1.82%"
"02/16/2022","92.49","91.25","93.50","89.11","309.61K","1.53%"
"02/15/2022","91.10","93.71","94.04","90.09","236.77K","-3.51%"
"02/14/2022","94.41","93.25","94.71","91.67","230.26K","1.93%"
"02/11/2022","92.62","89.91","93.73","89.11","325.65K","2.88%"
"02/10/2022","90.03","90.40","91.63","89.51","213.55K","-0.17%"
"02/09/2022","90.18","89.66","90.71","88.66","176.41K","0.90%"
"02/08/2022","89.38","91.17","91.45","88.59","230.03K","-2.03%"
"02/07/2022","91.23","91.07","92.47","90.67","191.28K","-0.46%"
"02/04/2022","91.65","89.86","92.05","89.77","158.20K","2.19%"
"02/03/2022","89.69","87.70","89.87","86.74","179.35K","1.78%"
"02/02/2022","88.12","88.10","89.10","87.00","162.21K","0.40%"
"02/01/2022","87.77","88.22","88.49","86.31","139.10K","-1.67%"
"01/31/2022","89.26","89.20","89.80","88.09","293.79K","0.84%"
"01/28/2022","88.52","88.81","90.27","88.15","420.43K","0.40%"
"01/27/2022","88.17","88.50","89.74","87.79","363.41K","-0.64%"
"01/26/2022","88.74","86.98","89.27","86.71","346.96K","1.79%"
"01/25/2022","87.18","85.99","87.36","85.28","277.87K","2.05%"
"01/24/2022","85.43","87.07","88.09","84.22","270.25K","-1.89%"
"01/21/2022","87.08","85.99","87.41","84.95","225.83K","-0.60%"
"01/20/2022","87.61","86.92","88.69","86.27","208.54K","0.02%"
"01/19/2022","87.59","87.92","88.29","86.78","254.61K","0.93%"
"01/18/2022","86.78","85.77","87.87","85.72","249.48K","1.18%"
"01/17/2022","85.77","85.67","85.98","84.88","88.46K","0.49%"
"01/14/2022","85.35","83.40","85.77","83.32","184.58K","1.89%"
"01/13/2022","83.77","84.17","84.37","83.11","179.31K","-0.25%"
"01/12/2022","83.98","83.12","84.47","82.85","189.54K","1.08%"
"01/11/2022","83.08","80.51","83.32","80.35","190.09K","3.46%"
"01/10/2022","80.30","81.07","81.59","79.95","189.38K","-0.94%"
"01/07/2022","81.06","81.28","82.24","80.72","158.26K","-0.28%"
"01/06/2022","81.29","79.55","82.04","78.98","212.02K","1.37%"
"01/05/2022","80.19","79.60","80.86","79.00","203.42K","0.80%"
"01/04/2022","79.55","78.51","80.13","78.20","170.61K","1.25%"
"01/03/2022","78.57","77.75","78.85","76.60","91.79K","1.58%"
"12/31/2021","77.35","78.41","79.21","77.12","53.58K","-2.74%"
"12/30/2021","79.53","79.06","80.02","78.41","211.59K","0.40%"
"12/29/2021","79.21","78.93","80.03","78.10","255.37K","0.69%"
"12/28/2021","78.67","78.32","79.48","78.06","157.43K","0.58%"
"12/27/2021","78.22","76.07","78.68","75.38","143.56K","3.21%"
"12/24/2021","75.79","76.62","76.62","75.39","40.25K","-1.11%"
"12/23/2021","76.64","75.43","76.80","74.75","213.23K","1.81%"
"12/22/2021","75.28","74.00","75.63","73.55","206.57K","1.78%"
"12/21/2021","73.96","71.97","74.25","71.30","200.01K","3.34%"
"12/20/2021","71.57","72.74","72.86","69.31","271.51K","-2.65%"
"12/17/2021","73.52","74.41","74.86","72.67","172.05K","-1.87%"
"12/16/2021","74.92","74.36","75.47","73.89","171.96K","1.55%"
"12/15/2021","73.78","73.18","74.46","72.45","154.84K","0.20%"
"12/14/2021","73.63","74.34","75.01","72.56","207.67K","-0.88%"
"12/13/2021","74.28","75.15","76.17","74.02","173.77K","-0.84%"
"12/10/2021","74.91","73.73","75.49","73.60","138.60K","0.92%"
"12/09/2021","74.23","75.67","76.43","73.64","184.21K","-1.80%"
"12/08/2021","75.59","75.09","76.06","74.10","204.79K","0.65%"
"12/07/2021","75.10","73.23","75.83","72.81","186.06K","3.32%"
